ScenarioID,ParallelShift_bps,TwistFactor_bps,ButterflyFactor_bps,PnL_DurationEffect_INR,PnL_ConvexityEffect_INR,PnL_Total_INR,PnL_Pct,VaR_Contribution,YieldChange,PortfolioPnL_INR,Loss_INR,PnL_Bucket
989,80.32,-25.01,30.45,-1082304.08,45564.46,-1036739.62,-3.2338,1036739.62,0.008032,-1036743.4897711781,1036743.4897711781,"(-1062513.261, -595110.726]"
990,-140.93,35.58,25.59,1898997.85,140273.8,2039271.65,6.3609,2039271.65,-0.014093000000000001,2039302.4940937108,-2039302.4940937108,"(1741901.952, 2209304.488]"
991,64.64,-54.45,28.49,-870971.11,29507.68,-841463.42,-2.6247,841463.42,0.006464,-841509.9391010948,841509.9391010948,"(-1062513.261, -595110.726]"
992,-43.72,8.71,20.75,589100.4,13499.15,602599.54,1.8796,602599.54,-0.004372,602625.1515500004,-602625.1515500004,"(339694.345, 807096.881]"
993,-0.94,-24.97,-5.57,12703.32,6.28,12709.6,0.0396,12709.6,-9.4e-05,12672.69598446296,-12672.69598446296,"(-127708.19, 339694.345]"
994,-52.38,-8.19,-46.04,705783.27,19376.28,725159.55,2.2619,725159.55,-0.0052380000000000005,725196.139985819,-725196.139985819,"(339694.345, 807096.881]"
995,-29.68,7.6,31.14,399998.31,6223.63,406221.94,1.2671,406221.94,-0.002968,406158.2823326704,-406158.2823326704,"(339694.345, 807096.881]"
996,81.57,-66.42,5.84,-1099154.91,46994.33,-1052160.58,-3.2819,1052160.58,0.008157,-1052157.9209951542,1052157.9209951542,"(-1062513.261, -595110.726]"
997,30.75,23.62,14.2,-414318.84,6677.24,-407641.6,-1.2715,407641.6,0.003075,-407676.40427887853,407676.40427887853,"(-595110.726, -127708.19]"
998,58.15,94.0,4.43,-783631.84,23886.46,-759745.38,-2.3698,759745.38,0.005815,-759685.9463372724,759685.9463372724,"(-1062513.261, -595110.726]"
999,-147.38,42.65,-16.19,1985996.74,153420.96,2139417.7,6.6733,2139417.7,-0.014738,2139350.03927945,-2139350.03927945,"(1741901.952, 2209304.488]"
1000,10.38,-120.08,-12.55,-139811.36,760.35,-139051.01,-0.4337,139051.01,0.001038,-139109.02141591534,139109.02141591534,"(-595110.726, -127708.19]"
